sdsds,100,True,14,6/17/2019 7:38:56 PM
yi,100,False,14,6/17/2019 6:48:22 PM
yo,100,False,14,6/17/2019 6:48:06 PM
4,100,False,14,6/17/2019 6:49:04 PM
was,100,False,14,6/18/2019 2:26:10 PM
tt,0,True,3,6/19/2019 10:31:19 AM
uu,0,True,3,6/19/2019 10:28:10 AM
